sgRNA	Gene	t0_C3624K	rep1_C3624K	rep2_C3624K
hDel_6008:153	hDel_6008	2591	2533	3737
hDel_2093:118	hDel_2093	2937	2900	3683
hDel_4191:8	hDel_4191	4439	4473	4360
hDel_1094:112	hDel_1094	3840	4464	5423
hDel_118:142	hDel_118	4084	4575	4167
panTro6_CTRL314	panTro6_CTRL	3825	3211	4500
hDel_4985:32	hDel_4985	4192	3503	5128
hDel_1647:138	hDel_1647	3867	2852	3985
hDel_6949:398	hDel_6949	3893	3694	4778
hDel_3021:100	hDel_3021	3188	3199	2851
hDel_5688:88	hDel_5688	5355	5099	5252
hDel_1939:146	hDel_1939	5498	5231	4356
hDel_5980:133	hDel_5980	6047	5760	6997
hDel_5839:56	hDel_5839	1831	1586	2185
hDel_4082:29	hDel_4082	2956	2404	2895
hDel_4985:92	hDel_4985	2895	2637	2912
hDel_1112:94	hDel_1112	3002	4166	4365
hDel_3388:155	hDel_3388	2579	1721	2877
hDel_2311:146	hDel_2311	1264	821	968
hDel_1168:22	hDel_1168	3182	1587	2327
hDel_1246:66	hDel_1246	1966	1707	2099
hDel_4926:11	hDel_4926	2891	2357	2102
hDel_3530:125	hDel_3530	3153	1866	3274
hDel_2186:131	hDel_2186	4895	5017	5173
hDel_4829:70	hDel_4829	1045	319	452
hDel_1094:13	hDel_1094	3789	3551	3406
hDel_7077:48	hDel_7077	3743	3347	4025
hDel_6528:235	hDel_6528	3732	2689	2954
hDel_6091:28	hDel_6091	4214	3885	4842
hDel_6760:117	hDel_6760	4827	3667	5366
hDel_1117:51	hDel_1117	3880	3375	3380
hDel_4390:63	hDel_4390	5397	4686	6238
hDel_1455:145	hDel_1455	3832	4132	5278
hDel_5487:121	hDel_5487	5331	5309	6000
hDel_3455:39	hDel_3455	2476	2358	2376
hDel_5452:102	hDel_5452	3070	2051	3001
hDel_6854:100	hDel_6854	4553	3879	4375
hDel_928:11	hDel_928	2670	2290	2534
hDel_2657:18	hDel_2657	5456	4886	6089
hDel_6765:87	hDel_6765	4723	3953	5578
hDel_1062:70	hDel_1062	4173	4552	4481
hDel_3294:48	hDel_3294	5131	3621	4003
hDel_5337:72	hDel_5337	4313	4898	3754
hDel_3623:109	hDel_3623	4386	2811	3449
FNBP4:7	FNBP4	5713	1777	2411
hDel_94:226	hDel_94	2678	3270	3090
hDel_2952:31	hDel_2952	2452	1328	1695
hDel_6811:54	hDel_6811	3913	3097	3425
hDel_2354:151	hDel_2354	3451	3619	5682
hDel_6002:264	hDel_6002	2446	3002	3034
hDel_1608:155	hDel_1608	2681	2547	3014
hDel_6663:94	hDel_6663	4524	4004	4475
hDel_636:148	hDel_636	4456	4526	3414
hDel_118:177	hDel_118	2689	1930	2719
hDel_855:59	hDel_855	5886	5274	5409
hDel_1094:236	hDel_1094	3489	3724	3922
hDel_494:33	hDel_494	3136	3742	4841
hDel_2781:124	hDel_2781	2938	3136	3756
hDel_4092:12	hDel_4092	2456	1407	2521
hDel_3879:58	hDel_3879	4025	3093	3009
hDel_6633:158	hDel_6633	4423	3751	4306
hDel_6053:147	hDel_6053	3489	2691	4662
hDel_5889:60	hDel_5889	5611	3257	3586
hDel_3059:349	hDel_3059	1735	1494	2378
hDel_6447:61	hDel_6447	3797	3798	4718
hDel_2977:15	hDel_2977	4623	2982	3703
hDel_1078:222	hDel_1078	4207	3473	4852
hDel_6206:222	hDel_6206	5229	4712	5811
hDel_4859:237	hDel_4859	1136	970	1427
hDel_7196:3	hDel_7196	4570	4085	5167
hDel_1441:20	hDel_1441	4380	3841	3972
hDel_1958:21	hDel_1958	2363	1414	2326
hDel_4082:5	hDel_4082	4297	3719	4488
hDel_3388:173	hDel_3388	4440	4584	4297
hDel_3567:53	hDel_3567	2399	2002	2634
hDel_53:117	hDel_53	6262	5160	7137
hDel_94:290	hDel_94	4070	3031	3212
hDel_5671:127	hDel_5671	2527	2201	2992
hDel_5502:38	hDel_5502	4238	5570	5191
hDel_4625:90	hDel_4625	1908	2045	1889
hDel_448:26	hDel_448	2767	2347	3186
hDel_636:63	hDel_636	3159	2752	3609
hDel_7235:114	hDel_7235	4129	3330	4601
hDel_2781:122	hDel_2781	3635	4281	4612
hDel_6303:44	hDel_6303	5072	6612	7403
hDel_4154:226	hDel_4154	5341	4682	4983
hDel_845:268	hDel_845	3467	4978	4689
hDel_3740:53	hDel_3740	4650	4340	6152
hDel_5660:61	hDel_5660	3411	4141	2682
hDel_2020:268	hDel_2020	4994	4814	5422
hDel_3407:146	hDel_3407	3469	3249	3693
hDel_6931:77	hDel_6931	2609	3171	2836
hDel_1385:115	hDel_1385	3024	3038	3619
hDel_4157:29	hDel_4157	4088	3322	3951
hDel_2657:58	hDel_2657	2542	2847	2950
hDel_5140:77	hDel_5140	5017	5166	6373
hDel_5688:113	hDel_5688	4032	4885	6013
hDel_6190:4	hDel_6190	4162	3508	4242
hDel_1585:75	hDel_1585	4436	4950	5573
hDel_6854:3	hDel_6854	4056	4308	5743
hDel_1497:27	hDel_1497	2539	2654	2584
hDel_578:41	hDel_578	5342	4239	4071
FNBP4:4	FNBP4	4845	1027	1046
hDel_1776:67	hDel_1776	5297	4303	6193
hDel_123:27	hDel_123	6360	4400	5764
hDel_5488:70	hDel_5488	5098	4606	6246
hDel_6105:110	hDel_6105	3986	3763	3549
hDel_2024:73	hDel_2024	1955	2691	2557
hDel_514:126	hDel_514	2914	2569	3347
hDel_4859:70	hDel_4859	2877	2190	3893
hDel_2988:65	hDel_2988	4689	4936	6022
hDel_6146:164	hDel_6146	4020	5028	5497
hDel_4555:206	hDel_4555	2860	3341	3831
hDel_1110:254	hDel_1110	3516	2368	3462
hDel_6973:91	hDel_6973	4965	4714	4657
hDel_438:43	hDel_438	3020	2780	3201
hDel_5286:10	hDel_5286	5922	4680	4650
panTro6_CTRL1750	panTro6_CTRL	3299	3652	4419
hDel_6574:40	hDel_6574	5716	6176	6157
hDel_7179:99	hDel_7179	3485	2062	2294
hDel_3740:1	hDel_3740	1451	1596	907
SHCBP1:5	SHCBP1	5612	10765	13290
hDel_3293:31	hDel_3293	2277	2286	2215
CTNND1:3	CTNND1	3858	4874	7681
hDel_312:111	hDel_312	3898	4361	3709
hDel_6015:56	hDel_6015	5378	3138	5697
hDel_1984:34	hDel_1984	3104	2784	3304
hDel_3388:153	hDel_3388	4929	6129	6391
hDel_4555:41	hDel_4555	2220	1898	2823
hDel_3059:136	hDel_3059	2856	2167	2250
hDel_94:343	hDel_94	2740	3937	3420
hDel_6467:22	hDel_6467	3951	3881	4918
hDel_5156:13	hDel_5156	3639	3251	4455
hDel_532:100	hDel_532	4061	2085	3241
IFT172:6	IFT172	4000	4138	4013
hDel_6053:17	hDel_6053	3743	3839	4192
hDel_6146:129	hDel_6146	1405	1051	1667
hDel_1168:24	hDel_1168	3289	3392	4376
hDel_4625:41	hDel_4625	3378	3010	4261
hDel_4601:56	hDel_4601	3039	2791	3408
hDel_3326:49	hDel_3326	4920	4437	5548
hDel_4443:109	hDel_4443	6684	8395	10684
hDel_5084:175	hDel_5084	1309	1970	2190
hDel_6057:218	hDel_6057	3230	3266	4050
hDel_2879:85	hDel_2879	5044	4500	4714
hDel_6012:27	hDel_6012	4027	1944	2805
hDel_4191:151	hDel_4191	2838	3858	4106
hDel_5508:149	hDel_5508	3071	3315	3709
hDel_4261:61	hDel_4261	2254	2217	2395
hDel_7061:151	hDel_7061	2775	1826	2423
hDel_2833:12	hDel_2833	2363	2324	3582
hDel_7235:172	hDel_7235	2320	2473	3304
panTro6_CTRL2781	panTro6_CTRL	2582	2181	2963
hDel_4393:52	hDel_4393	4239	6012	6330
hDel_3303:231	hDel_3303	3450	3323	3468
hDel_5940:39	hDel_5940	4397	1095	940
hDel_4724:68	hDel_4724	3570	2495	2889
hDel_366:20	hDel_366	4658	4855	4731
hDel_5508:169	hDel_5508	5904	4448	5340
hDel_5681:63	hDel_5681	5310	5241	5434
hDel_1267:69	hDel_1267	2720	2112	2427
hDel_2997:9	hDel_2997	6799	5519	6931
hDel_4397:40	hDel_4397	4291	3434	4216
hDel_5140:104	hDel_5140	3416	2665	3351
hDel_6633:122	hDel_6633	2766	2706	2893
hDel_5392:4	hDel_5392	5587	5269	4953
hDel_2967:139	hDel_2967	2417	2424	2898
hDel_6634:29	hDel_6634	2934	2958	4011
hDel_6091:203	hDel_6091	2512	2584	2829
hDel_6878:39	hDel_6878	2643	2344	3300
hDel_6146:71	hDel_6146	2862	2194	2471
hDel_6057:368	hDel_6057	4015	4304	3672
hDel_51:33	hDel_51	2875	3586	3043
hDel_1005:57	hDel_1005	6004	3356	3793
hDel_1896:24	hDel_1896	4043	5076	4276
hDel_855:70	hDel_855	3430	3275	3877
hDel_5487:20	hDel_5487	3644	3398	3599
hDel_6760:67	hDel_6760	3755	3818	4767
hDel_349:22	hDel_349	3406	46	78
hDel_2173:29	hDel_2173	2877	2940	3759
hDel_6631:174	hDel_6631	5344	4834	4381
hDel_2127:42	hDel_2127	1397	1458	2090
hDel_4157:173	hDel_4157	2659	2406	2671
hDel_2020:64	hDel_2020	3262	3606	3166
hDel_2260:96	hDel_2260	4050	4803	4178
hDel_5864:148	hDel_5864	3139	3120	3834
hDel_6125:106	hDel_6125	5169	5120	5758
hDel_1629:151	hDel_1629	1525	1896	2013
hDel_6624:72	hDel_6624	2628	2982	2964
hDel_6091:145	hDel_6091	3677	3437	4277
hDel_4166:35	hDel_4166	5260	4720	4851
hDel_5084:65	hDel_5084	2181	3029	2797
hDel_3059:339	hDel_3059	1916	1435	1515
hDel_5909:102	hDel_5909	5092	4317	4587
hDel_1927:136	hDel_1927	6339	4452	5385
hDel_7037:121	hDel_7037	1438	1391	2049
hDel_6146:162	hDel_6146	6592	8229	7416
hDel_2685:166	hDel_2685	3555	3495	5147
hDel_1431:27	hDel_1431	4014	3570	4504
hDel_6303:74	hDel_6303	3308	2546	3891
hDel_4166:150	hDel_4166	1931	1818	1848
hDel_6763:185	hDel_6763	7806	5419	8067
hDel_2997:19	hDel_2997	5519	4701	5394
hDel_923:236	hDel_923	5991	6370	6775
hDel_6746:18	hDel_6746	6737	5393	5949
hDel_3688:14	hDel_3688	4265	4638	5343
hDel_6849:45	hDel_6849	4517	4349	4798
hDel_935:50	hDel_935	2190	2826	2486
hDel_4590:124	hDel_4590	4798	5516	5918
hDel_6765:77	hDel_6765	4313	3664	4598
hDel_6899:10	hDel_6899	4386	4434	4010
hDel_6763:10	hDel_6763	5006	4567	4373
hDel_6760:54	hDel_6760	5138	6086	5444
hDel_6318:91	hDel_6318	5893	5135	6378
hDel_5075:85	hDel_5075	2710	1719	2903
hDel_923:369	hDel_923	3632	3204	3634
hDel_6146:174	hDel_6146	5055	5306	7573
hDel_1078:112	hDel_1078	5700	5497	6850
hDel_7044:106	hDel_7044	3238	3006	3765
hDel_7051:8	hDel_7051	4756	4843	4745
hDel_6570:38	hDel_6570	3700	3259	5256
ZAR1L:4	ZAR1L	4890	143	522
hDel_6274:266	hDel_6274	3715	4070	3978
hDel_2657:8	hDel_2657	3020	1959	2979
hDel_1110:48	hDel_1110	3230	3637	3330
hDel_6104:123	hDel_6104	4180	4590	5223
hDel_7037:72	hDel_7037	6310	8631	10632
hDel_3293:24	hDel_3293	4658	3981	5223
hDel_1958:77	hDel_1958	5184	5748	6080
hDel_5660:109	hDel_5660	3883	3665	3222
hDel_2093:111	hDel_2093	6418	6044	6447
hDel_6754:19	hDel_6754	3154	2800	3165
hDel_6656:38	hDel_6656	2463	1690	2692
hDel_1106:94	hDel_1106	3289	2963	3300
hDel_1037:67	hDel_1037	4569	3038	4686
hDel_3711:8	hDel_3711	3791	3415	4714
hDel_1078:116	hDel_1078	3706	3614	3935
hDel_6552:30	hDel_6552	3442	3263	5244
hDel_6467:3	hDel_6467	4701	5612	5868
hDel_4082:144	hDel_4082	4068	387	488
hDel_3303:19	hDel_3303	2750	2702	3570
hDel_4207:10	hDel_4207	6320	4787	5557
panTro6_CTRL2556	panTro6_CTRL	4299	3553	3697
hDel_1880:70	hDel_1880	3466	3479	5010
hDel_4027:24	hDel_4027	6181	6508	7093
hDel_6332:46	hDel_6332	3797	2502	4363
hDel_6528:171	hDel_6528	2916	2893	4009
hDel_3021:42	hDel_3021	2407	3647	2593
hDel_1647:85	hDel_1647	2443	1811	2027
hDel_7028:50	hDel_7028	4811	3719	5034
hDel_5069:42	hDel_5069	4531	4661	4706
hDel_6878:109	hDel_6878	1901	1512	1706
hDel_3334:82	hDel_3334	4164	3689	4600
hDel_6993:28	hDel_6993	463	709	730
panTro6_CTRL2537	panTro6_CTRL	3305	4862	5748
hDel_3035:28	hDel_3035	4987	4669	5151
hDel_4625:81	hDel_4625	4422	2701	3892
hDel_5623:84	hDel_5623	3656	3948	4916
hDel_5738:151	hDel_5738	3929	230	382
hDel_450:223	hDel_450	3485	3993	4474
hDel_4720:153	hDel_4720	4146	3102	4640
hDel_1997:143	hDel_1997	3855	3455	4575
hDel_5355:127	hDel_5355	4316	4890	5684
hDel_5508:39	hDel_5508	4677	3863	4021
hDel_1478:44	hDel_1478	2090	2259	2185
hDel_845:101	hDel_845	3382	2058	3384
hDel_3059:485	hDel_3059	3929	4050	3344
hDel_4381:85	hDel_4381	3367	3288	4111
hDel_4397:23	hDel_4397	4225	3076	4134
hDel_3601:120	hDel_3601	4679	6283	5820
hDel_4027:13	hDel_4027	2512	3420	3462
hDel_149:146	hDel_149	3988	4757	4737
panTro6_CTRL1708	panTro6_CTRL	7568	6897	7260
hDel_1441:187	hDel_1441	3622	3670	4268
hDel_6190:164	hDel_6190	2436	3262	2329
hDel_238:87	hDel_238	2723	1914	2487
hDel_6318:117	hDel_6318	6042	5339	5634
hDel_6851:54	hDel_6851	3409	3495	4275
hDel_1497:4	hDel_1497	2047	2337	2343
hDel_4405:114	hDel_4405	3624	2971	3224
hDel_2635:44	hDel_2635	3680	2703	3588
hDel_6274:178	hDel_6274	4564	3398	3526
hDel_7114:83	hDel_7114	1419	1072	1110
hDel_361:99	hDel_361	5173	4993	5400
hDel_3933:117	hDel_3933	4455	4692	4471
hDel_6091:157	hDel_6091	6403	5150	5698
hDel_6119:75	hDel_6119	5721	4816	4818
hDel_4120:17	hDel_4120	1556	2285	2046
hDel_5689:222	hDel_5689	2720	2601	2894
hDel_438:4	hDel_438	5583	4580	5617
hDel_4397:333	hDel_4397	3773	4219	3390
hDel_6468:60	hDel_6468	6735	6896	8549
hDel_7235:350	hDel_7235	3257	3055	3287
WDR89:2	WDR89	4744	905	1322
hDel_6854:130	hDel_6854	5084	6879	7189
KAT5:1	KAT5	5007	164	148
hDel_514:48	hDel_514	3858	4575	3075
panTro6_CTRL1986	panTro6_CTRL	4658	4820	4713
hDel_1232:82	hDel_1232	2874	2947	3631
hDel_5519:19	hDel_5519	1297	1145	869
hDel_76:186	hDel_76	3083	2205	2896
hDel_794:29	hDel_794	3976	3808	4937
hDel_1608:112	hDel_1608	2920	2859	2946
hDel_5084:124	hDel_5084	3460	4266	5965
hDel_494:6	hDel_494	2659	2097	2898
hDel_7107:83	hDel_7107	6348	4977	4575
hDel_3516:63	hDel_3516	2900	3409	4101
hDel_7077:15	hDel_7077	1673	1319	1581
hDel_3239:9	hDel_3239	4675	4128	3995
hDel_3060:118	hDel_3060	3576	2757	4199
hDel_7179:422	hDel_7179	6147	6432	7172
hDel_312:36	hDel_312	5112	3722	3712
hDel_2289:32	hDel_2289	3403	4306	3891
hDel_1880:30	hDel_1880	3331	2659	3986
hDel_6633:363	hDel_6633	3088	2525	3804
hDel_6007:99	hDel_6007	3914	3523	3488
hDel_5337:186	hDel_5337	3774	2748	2910
hDel_293:241	hDel_293	3431	2845	3342
hDel_1714:76	hDel_1714	4890	4134	5365
hDel_5736:25	hDel_5736	4857	4900	6056
hDel_3426:227	hDel_3426	4211	4650	4602
hDel_2610:49	hDel_2610	4072	5706	5523
hDel_5075:115	hDel_5075	5463	6361	7467
hDel_3429:106	hDel_3429	2654	1064	1621
hDel_1106:89	hDel_1106	3302	2759	4106
hDel_4720:229	hDel_4720	3218	3025	2505
hDel_3897:169	hDel_3897	3866	3360	3529
hDel_3530:112	hDel_3530	3025	2568	2481
hDel_6103:15	hDel_6103	2824	2819	3066
hDel_5980:156	hDel_5980	2364	1382	1826
hDel_1258:37	hDel_1258	1447	2012	2603
hDel_6833:34	hDel_6833	4946	3641	4153
hDel_1497:80	hDel_1497	2913	2031	3292
hDel_1110:90	hDel_1110	1880	1405	2043
hDel_5487:115	hDel_5487	3548	4217	4677
hDel_3326:52	hDel_3326	5961	5453	5910
hDel_5488:155	hDel_5488	5786	1844	3515
hDel_6760:37	hDel_6760	5694	6058	5867
hDel_6088:62	hDel_6088	7058	5892	4906
hDel_6635:25	hDel_6635	6265	4682	5384
hDel_6008:31	hDel_6008	3239	3184	3581
hDel_2284:15	hDel_2284	1579	1366	1592
INTS10:3	INTS10	3682	698	603
hDel_7051:22	hDel_7051	5046	4607	4912
hDel_1629:111	hDel_1629	1385	960	905
hDel_6185:93	hDel_6185	3675	3904	4353
hDel_6091:99	hDel_6091	2876	2607	1934
hDel_6138:27	hDel_6138	3592	2761	2860
hDel_596:9	hDel_596	3553	2527	4599
hDel_6656:75	hDel_6656	4766	4971	5714
hDel_1665:43	hDel_1665	3515	3231	3535
hDel_4410:82	hDel_4410	4581	248	264
panTro6_CTRL594	panTro6_CTRL	5597	6221	5493
hDel_772:44	hDel_772	4798	4123	5166
hDel_1025:94	hDel_1025	2343	2681	3647
hDel_6091:48	hDel_6091	4345	4289	4571
hDel_53:59	hDel_53	3330	2764	3375
hDel_5795:22	hDel_5795	5034	5441	5968
hDel_6754:34	hDel_6754	3859	4324	3485
hDel_94:346	hDel_94	2738	2412	2287
hDel_5452:3	hDel_5452	5859	4866	4945
hDel_3181:205	hDel_3181	4409	4547	5697
hDel_14:100	hDel_14	2609	2057	2867
hDel_6467:41	hDel_6467	5973	6487	7240
hDel_6091:85	hDel_6091	3461	3075	3333
hDel_3059:227	hDel_3059	3808	3954	3542
hDel_3838:37	hDel_3838	5280	4094	5204
hDel_3933:81	hDel_3933	3556	492	632
hDel_4283:78	hDel_4283	3690	4351	5323
hDel_4229:7	hDel_4229	6316	4868	6602
hDel_2879:120	hDel_2879	4770	4171	4962
hDel_3726:4	hDel_3726	2482	2741	2685
hDel_6091:69	hDel_6091	3637	2645	4232
hDel_3879:66	hDel_3879	2686	2085	2479
panTro6_CTRL2258	panTro6_CTRL	5342	4498	5709
hDel_6119:35	hDel_6119	2775	2927	3075
hDel_6993:7	hDel_6993	3072	2553	2919
hDel_3099:83	hDel_3099	4548	4992	4009
hDel_6190:110	hDel_6190	2363	2050	2048
hDel_6765:44	hDel_6765	4690	4699	5613
hDel_523:38	hDel_523	3327	4259	3947
hDel_3181:128	hDel_3181	4028	3731	5101
hDel_3426:163	hDel_3426	6787	7179	6889
hDel_2959:52	hDel_2959	3274	2002	3002
panTro6_CTRL909	panTro6_CTRL	3518	2053	3008
hDel_3059:77	hDel_3059	2267	2268	1646
hDel_6973:78	hDel_6973	4129	5749	7241
hDel_2610:128	hDel_2610	4245	5082	5755
hDel_2044:26	hDel_2044	2984	4031	2490
hDel_3429:93	hDel_3429	2075	1413	1742
hDel_6754:16	hDel_6754	4485	4509	4437
hDel_6633:365	hDel_6633	4946	4510	4811
hDel_399:193	hDel_399	1146	1378	1032
hDel_2020:308	hDel_2020	1858	1533	2374
hDel_5337:35	hDel_5337	2510	2623	2374
hDel_5488:233	hDel_5488	4904	5565	7893
panTro6_CTRL1393	panTro6_CTRL	2717	2582	3234
hDel_923:134	hDel_923	3994	4594	4458
hDel_1249:16	hDel_1249	4524	2914	2977
hDel_6656:102	hDel_6656	3665	5605	5339
hDel_7179:439	hDel_7179	3683	1992	2714
hDel_5689:95	hDel_5689	3148	2562	3778
hDel_794:41	hDel_794	4783	4339	4099
hDel_5502:89	hDel_5502	6363	2700	2919
hDel_6904:6	hDel_6904	1794	1452	965
hDel_6634:20	hDel_6634	2790	2891	2746
hDel_5864:138	hDel_5864	1705	2713	3775
hDel_3181:35	hDel_3181	3990	3462	4068
hDel_7114:87	hDel_7114	4243	7232	9143
hDel_5631:28	hDel_5631	3495	3385	3519
hDel_5669:120	hDel_5669	5124	5405	5136
hDel_4460:110	hDel_4460	5254	4292	4034
panTro6_CTRL2683	panTro6_CTRL	4381	5986	4940
hDel_2186:101	hDel_2186	2689	3132	3614
hDel_5049:59	hDel_5049	6403	5517	7110
panTro6_CTRL1442	panTro6_CTRL	4650	4266	4695
hDel_4166:104	hDel_4166	4102	4654	3528
hDel_6849:82	hDel_6849	4540	4569	4347
hDel_7061:311	hDel_7061	6864	6172	6832
hDel_1776:96	hDel_1776	3793	3399	4291
hDel_4405:106	hDel_4405	3166	2820	3280
hDel_7056:86	hDel_7056	2748	1958	2202
hDel_4781:5	hDel_4781	4358	3879	4209
hDel_5292:33	hDel_5292	3712	3853	3339
hDel_5392:51	hDel_5392	1353	1577	1564
hDel_4530:106	hDel_4530	3943	4150	6172
hDel_4564:85	hDel_4564	4194	3883	6432
hDel_6009:91	hDel_6009	4625	3363	5321
hDel_288:39	hDel_288	2995	2304	2688
hDel_450:180	hDel_450	4031	2666	3328
hDel_978:15	hDel_978	1543	1426	2030
hDel_4530:131	hDel_4530	6121	4255	4785
hDel_1005:46	hDel_1005	1700	1913	3092
hDel_4154:282	hDel_4154	5435	5762	5691
hDel_3726:95	hDel_3726	5483	4037	5530
hDel_6663:198	hDel_6663	2772	2635	2861
hDel_523:109	hDel_523	5726	4918	5339
hDel_1200:12	hDel_1200	2939	3665	4554
hDel_6467:70	hDel_6467	5449	3566	4041
hDel_1117:63	hDel_1117	2289	2484	3060
hDel_6303:17	hDel_6303	5608	5016	5611
hDel_1958:25	hDel_1958	1578	1073	1505
hDel_4751:16	hDel_4751	4328	4830	3984
hDel_6631:176	hDel_6631	4640	3927	4470
hDel_5617:8	hDel_5617	3898	3713	4602
hDel_6944:43	hDel_6944	3488	3456	3987
hDel_50:277	hDel_50	1298	2472	1928
hDel_4720:134	hDel_4720	2709	2743	3551
hDel_4169:62	hDel_4169	4049	3746	3807
hDel_6057:203	hDel_6057	3592	2868	3335
hDel_3373:77	hDel_3373	3882	4476	6028
hDel_7234:24	hDel_7234	2125	2229	2323
hDel_500:165	hDel_500	3549	3274	3962
hDel_3091:19	hDel_3091	4729	5549	6206
hDel_5750:4	hDel_5750	3361	3684	3890
hDel_118:208	hDel_118	3504	4201	4099
hDel_2311:63	hDel_2311	2266	1918	3005
hDel_4397:37	hDel_4397	3300	2853	3578
hDel_5221:75	hDel_5221	2952	2635	4189
hDel_1958:126	hDel_1958	2167	1468	1459
hDel_6949:353	hDel_6949	1931	2349	3244
hDel_6570:1	hDel_6570	2450	2945	4202
hDel_53:135	hDel_53	2588	2897	3532
hDel_7061:321	hDel_7061	2796	2197	2342
hDel_2044:194	hDel_2044	1918	1178	1523
hDel_6633:360	hDel_6633	4104	4615	4205
hDel_5738:120	hDel_5738	3434	2770	2867
hDel_399:31	hDel_399	3413	3154	3180
hDel_6332:69	hDel_6332	2358	2151	1862
hDel_6574:86	hDel_6574	5155	4339	4943
hDel_5595:199	hDel_5595	4297	5609	4986
hDel_5889:9	hDel_5889	4125	3915	5423
hDel_845:407	hDel_845	4425	4820	4351
hDel_1930:7	hDel_1930	4202	3791	4810
hDel_7179:118	hDel_7179	5247	4787	4904
hDel_2657:66	hDel_2657	2678	2421	2851
hDel_53:32	hDel_53	1652	2271	2221
hDel_6002:129	hDel_6002	1917	1295	1608
hDel_6633:166	hDel_6633	3260	2870	3810
hDel_2657:96	hDel_2657	2690	3212	2990
hDel_50:5	hDel_50	2949	3965	3320
hDel_7196:24	hDel_7196	3095	2596	4026
hDel_7061:155	hDel_7061	3211	2392	3624
hDel_6456:22	hDel_6456	5749	5721	4505
panTro6_CTRL1130	panTro6_CTRL	2122	1814	1471
hDel_2371:39	hDel_2371	4483	3888	5269
hDel_6119:19	hDel_6119	2805	3106	3066
hDel_5883:158	hDel_5883	5057	5357	5068
hDel_94:187	hDel_94	5571	4480	5387
hDel_6130:28	hDel_6130	2708	2720	3632
hDel_7028:136	hDel_7028	2623	2677	3684
hDel_6811:249	hDel_6811	3535	3487	3983
hDel_3402:18	hDel_3402	2297	3060	2566
hDel_6318:56	hDel_6318	3570	3024	4492
hDel_4061:100	hDel_4061	3272	3735	4037
hDel_6053:177	hDel_6053	2627	2771	3302
hDel_4397:56	hDel_4397	6352	5574	6469
hDel_4443:149	hDel_4443	3832	3047	2957
hDel_4564:26	hDel_4564	4502	5100	5755
hDel_6518:85	hDel_6518	4129	4175	5387
hDel_4829:88	hDel_4829	3334	3070	3316
hDel_6833:101	hDel_6833	2937	3269	3984
hDel_2284:8	hDel_2284	4727	4693	3767
hDel_6391:15	hDel_6391	4953	2406	2719
hDel_3596:163	hDel_3596	3565	2965	4910
hDel_5006:79	hDel_5006	4155	3730	3930
hDel_5909:208	hDel_5909	5260	5484	5692
hDel_6234:351	hDel_6234	4634	4985	5305
hDel_6091:127	hDel_6091	3961	3818	4570
hDel_349:85	hDel_349	2499	2702	3123
hDel_6318:149	hDel_6318	3684	3380	3865
panTro6_CTRL953	panTro6_CTRL	2279	1743	2365
hDel_5508:173	hDel_5508	3945	3204	4245
hDel_2707:33	hDel_2707	2944	3248	3716
hDel_6518:77	hDel_6518	2985	3486	3401
hDel_6554:52	hDel_6554	3894	4765	3710
hDel_6053:154	hDel_6053	3805	2183	3603
hDel_5689:112	hDel_5689	4425	4933	4220
hDel_5648:359	hDel_5648	6300	5833	5941
hDel_6528:25	hDel_6528	2344	2397	2168
hDel_1110:130	hDel_1110	3939	3651	3083
hDel_6057:267	hDel_6057	4850	4076	5049
hDel_4926:71	hDel_4926	1680	1532	1476
hDel_6949:148	hDel_6949	2800	3102	3432
hDel_4390:57	hDel_4390	6370	5494	7044
hDel_4706:91	hDel_4706	4112	3321	4249
hDel_6104:102	hDel_6104	2994	4393	4545
hDel_3407:57	hDel_3407	4699	4131	4291
hDel_1383:79	hDel_1383	1762	1800	2322
hDel_6813:57	hDel_6813	5797	6211	7063
hDel_330:1	hDel_330	2551	1976	2395
hDel_2707:9	hDel_2707	2593	3874	2845
hDel_6520:62	hDel_6520	4108	3453	3657
hDel_4720:176	hDel_4720	3553	4354	5374
hDel_3601:91	hDel_3601	3833	4557	4699
hDel_3456:88	hDel_3456	2822	3486	2969
hDel_772:126	hDel_772	2497	1681	2400
hDel_6008:144	hDel_6008	7087	5823	7271
hDel_2028:148	hDel_2028	3804	4267	4023
hDel_4263:20	hDel_4263	2859	2553	3049
hDel_4377:70	hDel_4377	4831	5160	6151
hDel_6663:133	hDel_6663	3162	3962	3557
hDel_6009:94	hDel_6009	3770	3099	2848
hDel_5156:71	hDel_5156	5420	3794	3732
hDel_3432:88	hDel_3432	2114	1726	2776
hDel_4154:253	hDel_4154	4534	3934	4211
hDel_3838:29	hDel_3838	3355	4628	4889
hDel_3726:58	hDel_3726	2774	2753	2469
hDel_6076:26	hDel_6076	3190	5232	4913
hDel_2598:26	hDel_2598	4366	3429	4538
hDel_2196:24	hDel_2196	4270	2677	3560
hDel_3838:76	hDel_3838	3194	3173	3969
hDel_6760:142	hDel_6760	4197	4011	4163
hDel_1003:47	hDel_1003	3666	2355	4521
hDel_1776:97	hDel_1776	1876	1469	1674
hDel_1111:133	hDel_1111	3336	3083	3238
hDel_14:86	hDel_14	3941	4073	5171
hDel_5980:168	hDel_5980	4433	4198	4432
hDel_6854:97	hDel_6854	4523	4104	5250
hDel_2823:85	hDel_2823	6292	4275	4730
hDel_4397:183	hDel_4397	3580	3186	4370
hDel_6222:32	hDel_6222	5028	6071	6371
